Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
DMSO	1	620.2127483443709	889.0240066225166	NF0014	D9	1	ZS048	11.385995	1.6071602
Mirdametinib	10	691.7247754886424	620.8019017432647	NF0014	G8	2	ZS028	8.558514	1.3399105
Digoxin	1	784.6272697259822	648.6553317926708	NF0014	D2	1	ZS026	10.389104	3.730725
DMSO	1	1049.6933373439615	764.2970371484433	NF0014	E4	2	ZS038	11.625117	1.4478086
Digoxin	1	894.9367816091954	815.3563218390805	NF0014	D2	1	ZS026	11.311835	-0.31817374
DMSO	1	803.40234375	268.8828125	NF0014	D4	1	ZS058	13.48084	2.3164628
Digoxin	1	807.7356725146199	580.8959064327486	NF0014	D2	2	ZS014	8.557125	1.437226
Trametinib	1	543.5745418524021	916.3947498761763	NF0014	C10	2	ZS018	10.235629	0.6498502
Digoxin	1	939.3081714913887	835.2790399413705	NF0014	D2	1	ZS026	13.700578	1.5010798
Copanlisib	1	739.5198412698413	529.368253968254	NF0014	D3	2	ZS014	8.75748	0.19423835
Trametinib	1	211.2682563338301	968.1957898658718	NF0014	D10	2	ZS042	9.794993	1.4399246
Rapamycin	1	958.9657248157248	1011.6544226044226	NF0014	F5	2	ZS038	11.057832	2.4953637
Linsitinib	1	470.44088412241695	806.3018571802249	NF0014	F3	1	ZS042	13.440588	1.5896791
Binimetinib	10	788.5628382441371	716.8737221888153	NF0014	C8	2	ZS030	11.243637	5.56399
Imatinib	1	1001.9187573118419	794.0461458468737	NF0014	D6	1	ZS046	11.383731	1.3313495
DMSO	1	909.0542789223455	1134.655705229794	NF0014	G9	2	ZS060	13.873684	2.6369293
Linsitinib	1	794.433785680861	498.168772422399	NF0014	G3	2	ZS038	12.949229	3.0771616
DMSO	1	968.7152282924254	620.3438902084982	NF0014	D4	1	ZS058	11.35938	1.7026602
Selumetinib	10	1127.1479690522244	1091.6150870406188	NF0014	F11	3	ZS028	12.615033	4.0214996
Linsitinib	1	739.5517318938372	1176.8454790823212	NF0014	G3	1	ZS044	8.959207	1.5714216
Binimetinib	1	701.506743311961	690.149900508512	NF0014	F7	2	ZS040	14.299056	2.654326
Mirdametinib	10	1067.920524691358	895.6064814814815	NF0014	C9	1	ZS032	9.452383	-0.93576694
Ketotifen	1	877.2147651006711	238.33557046979865	NF0014	G6	2	ZS024	10.498283	4.919306
DMSO	1	745.6507936507936	662.047619047619	NF0014	D9	1	ZS048	10.930629	-0.7999629
Nilotinib	1	691.5650651100135	566.8970812752582	NF0014	F6	1	ZS044	14.280083	2.1725438
Everolimus	1	1079.5483975923214	494.64535545794695	NF0014	C5	1	ZS052	11.8559265	2.1991785
Trametinib	1	605.1003286899358	585.891532321177	NF0014	D10	2	ZS042	14.127751	2.6210816
Cabozantinib	1	1300.2572797640987	881.4347585698489	NF0014	D7	2	ZS022	9.580877	2.1582267
Digoxin	1	484.46666666666664	396.06666666666666	NF0014	D2	1	ZS026	12.133907	-1.352184
Selumetinib	1	681.0783716422044	343.62918859041815	NF0014	D11	2	ZS060	14.203733	1.9180819
Ketotifen	1	465.0267131242741	1081.102206736353	NF0014	G6	2	ZS024	8.868094	-0.82842934
Binimetinib	1	854.4353550615152	537.2298726527089	NF0014	F7	2	ZS040	14.24487	2.262301
Selumetinib	10	800.5178521225752	827.4765251616531	NF0014	F11	1	ZS056	11.154918	2.0314496
Selumetinib	1	941.994863690241	1025.7360726985382	NF0014	G10	1	ZS054	9.244808	1.3739288
Mirdametinib	10	550.580019003665	638.77453508891	NF0014	G8	2	ZS028	9.174633	-0.42771506
Binimetinib	10	837.6865851558464	778.0513173755812	NF0014	C8	2	ZS030	10.678556	4.2667074
Onalespib	1	911.1316614420062	765.4067398119122	NF0014	C3	2	ZS016	8.806097	0.553212
Linsitinib	1	764.6933099473816	554.2147331495866	NF0014	G3	2	ZS038	12.714838	2.9637098
Rapamycin	1	810.0708853883759	962.9896795219989	NF0014	F5	2	ZS038	11.514652	1.5585705
Ketotifen	1	613.4554707379135	1007.4563189143341	NF0014	G6	2	ZS024	8.615206	-0.49421272
Trametinib	10	712.6801251066249	1148.2362809212398	NF0014	F10	1	ZS048	8.291715	3.16674
DMSO	1	988.5055252296631	725.5562508321129	NF0014	E4	2	ZS038	12.585603	1.346139
Everolimus	1	871.8410035629454	600.8623812351544	NF0014	G4	2	ZS036	10.572943	3.0169463
Selumetinib	10	257.1290801186944	681.2655786350149	NF0014	F11	3	ZS028	9.615952	0.39820337
Selumetinib	1	992.5097780443912	263.677024595081	NF0014	D11	2	ZS060	14.298515	2.0541866
Imatinib	1	784.3839327417095	911.2020084072864	NF0014	C6	2	ZS054	11.253227	2.1543012
Rapamycin	1	1052.1752339617524	665.8811881188119	NF0014	G5	2	ZS030	10.53716	1.9088776
DMSO	1	1350.8243974422037	1187.5597638957206	NF0014	D9	3	ZS050	11.704708	0.8696255
Imatinib	1	600.2055662717001	781.8222650868008	NF0014	C6	1	ZS034	10.703157	0.2977419
DMSO	1	716.197909476383	789.1337146238044	NF0014	E9	1	ZS038	11.402034	3.1578228
DMSO	1	851.4790134141065	994.0986585893553	NF0014	D4	1	ZS058	13.470047	1.6218883
Digoxin	1	986.0278766310795	644.5253064452353	NF0014	E2	2	ZS016	9.746097	3.3480392
Ketotifen	1	508.7751365242531	1044.7465467394795	NF0014	G6	2	ZS024	9.029398	-0.8764455
DMSO	1	557.4669479606189	388.3610791458893	NF0014	C4	2	ZS032	13.809218	2.3275626
Rapamycin	1	1006.3824531516184	595.0885860306644	NF0014	G5	1	ZS022	9.533921	0.9211616
Selumetinib	10	1175.9704135737009	891.955249204666	NF0014	F11	2	ZS018	9.960825	1.6702319
DMSO	1	634.0330057481921	410.25533098460966	NF0014	D4	1	ZS058	11.387835	1.8492812
Imatinib	1	1112.674740484429	439.54028670291643	NF0014	D6	1	ZS046	11.369372	2.2159207
Rapamycin	1	961.4124033111684	805.9902293391234	NF0014	G5	1	ZS022	9.703154	1.5923436
DMSO	1	1007.4283137962128	569.6026020868221	NF0014	D9	3	ZS050	14.027853	1.4448758
Selumetinib	1	727.2402274342572	983.8407960199005	NF0014	G10	1	ZS054	12.147682	0.43045014
Mirdametinib	10	605.2280701754386	828.7554302422724	NF0014	G8	2	ZS028	8.6466255	1.5062286
Digoxin	1	438.35114503816794	379.1145038167939	NF0014	D2	1	ZS026	12.111631	-1.3378745
DMSO	1	734.8283939856178	1044.2184571802136	NF0014	D9	1	ZS048	14.310802	2.152059
Ketotifen	1	882.0603773584905	215.72830188679245	NF0014	G6	2	ZS024	10.623318	4.767258
Fimepinostat	1	789.591304347826	811.2521739130435	NF0014	D5	2	ZS016	11.195451	-0.23700468
Cabozantinib	1	688.3994878361076	612.1165172855314	NF0014	E7	2	ZS028	9.89563	2.3888254
Nilotinib	1	1366.6384455239418	770.0721721027064	NF0014	F6	2	ZS060	11.015177	0.72510475
Mirdametinib	10	612.3710144927536	694.0850241545894	NF0014	G8	2	ZS028	9.63202	-0.74442786
Onalespib	1	955.0758275596613	987.7729022324866	NF0014	F2	2	ZS014	9.144174	0.28158578
Mirdametinib	10	1217.9359358706986	709.2024244004172	NF0014	C9	2	ZS030	9.276919	1.5510806
Imatinib	1	611.8285755898631	999.3521701136033	NF0014	D6	2	ZS030	10.843683	2.1822782
Mirdametinib	1	784.585015395142	1247.9387615463565	NF0014	E8	2	ZS064	11.454555	0.93730736
Linsitinib	1	735.8918918918919	1030.722972972973	NF0014	G3	1	ZS044	11.885283	-1.1504104
Linsitinib	1	577.5923566878981	1050.9800955414012	NF0014	G3	1	ZS044	9.055316	-0.88931197
Selumetinib	1	790.7778985507247	877.5676328502416	NF0014	D11	1	ZS048	8.271479	4.196134
Binimetinib	1	809.8946533396795	583.1749960336348	NF0014	F7	2	ZS040	14.270936	2.9131598
DMSO	1	802.8060762766645	227.8125404007757	NF0014	D4	1	ZS058	13.836402	2.5253854
Mirdametinib	10	486.0918227501142	726.2338967565098	NF0014	G8	2	ZS028	9.784423	-0.379228
DMSO	1	414.13048898739436	421.24948053747056	NF0014	C4	2	ZS032	12.672916	2.8980327
DMSO	1	905.2555555555556	1105.1555555555556	NF0014	F4	3	ZS042	11.626195	-0.45073274
Everolimus	1	1144.3134858044164	532.3598186119874	NF0014	C5	1	ZS052	11.127847	2.5622861
DMSO	1	1030.2085533809673	509.17935176555864	NF0014	F9	2	ZS046	12.342561	3.2423944
Fimepinostat	1	963.8911764705882	768.4960784313726	NF0014	D5	2	ZS016	9.785253	0.8435158
Mirdametinib	1	438.231950624372	258.3729008181427	NF0014	E8	2	ZS064	11.158824	2.464806
Copanlisib	1	641.8518651362984	825.3945480631277	NF0014	D3	1	ZS022	8.558363	0.37742314
Selumetinib	1	903.124659509694	1315.45842012498	NF0014	D11	2	ZS060	13.695197	2.217481
Rapamycin	1	483.27845303867406	967.7696132596685	NF0014	G5	1	ZS022	8.649038	0.078619584
Fimepinostat	1	636.8666666666667	1116.4333333333334	NF0014	D5	2	ZS016	11.743808	-0.14457591
Selumetinib	1	635.9537724946343	1071.208519068846	NF0014	D11	2	ZS060	10.213052	3.8470466
Staurosporine	10	1002.5108443067389	986.6247095274981	NF0014	G11	1	ZS018	9.810202	0.7053725
Selumetinib	10	1321.977113431555	720.1765126591332	NF0014	F11	1	ZS056	11.269068	2.1461833
Fimepinostat	1	769.225974025974	835.275974025974	NF0014	D5	2	ZS016	10.306751	0.38190383
Trametinib	10	715.0952380952381	721.9150579150579	NF0014	F10	1	ZS048	8.442808	2.2014933
Digoxin	1	530.0828402366864	400.5207100591716	NF0014	D2	1	ZS026	10.8811035	-0.78821707
DMSO	1	734.9870811465482	1140.9689140088817	NF0014	G9	2	ZS060	13.14473	2.664895
DMSO	1	864.5650029886432	663.3003586371788	NF0014	D4	1	ZS058	12.453595	1.5289913
DMSO	1	809.1654676258993	1079.820143884892	NF0014	F4	3	ZS042	11.631251	-0.35285026
Selumetinib	10	1144.48869801085	682.50452079566	NF0014	F11	3	ZS028	9.7102995	1.8214333
Selumetinib	1	1025.96084680173	740.3027543819713	NF0014	D11	1	ZS048	8.671454	4.090954
Ketotifen	1	1045.453761569496	344.65928328455027	NF0014	C7	1	ZS024	12.266952	1.9216641
Nilotinib	1	838.6220524742611	954.5626037861176	NF0014	F6	2	ZS060	9.02695	0.33195043
Staurosporine	10	344.02797202797206	625.3181818181819	NF0014	C11	1	ZS030	8.866979	-0.53867185
Binimetinib	10	641.3390910615462	600.7813181284588	NF0014	C8	1	ZS026	11.350907	5.7784095
Copanlisib	1	826.6487213997308	675.0820995962315	NF0014	D3	2	ZS014	9.231007	-0.20089673
Digoxin	1	478.3085106382979	437.7659574468085	NF0014	D2	1	ZS026	12.100957	-1.3922293
Selumetinib	1	748.3174897119342	281.6512345679012	NF0014	D11	2	ZS060	14.335588	2.0649517
Selumetinib	1	870.6895350861919	1098.2430785303848	NF0014	D11	3	ZS034	10.559197	3.314494
Onalespib	1	745.9933854479856	691.0898977751052	NF0014	F2	2	ZS014	11.655146	2.028606
Selumetinib	1	849.6094101123596	252.37289325842696	NF0014	D11	2	ZS060	13.845955	1.511288
DMSO	1	941.5005893248021	761.6847954201044	NF0014	F4	3	ZS042	10.891238	3.0064847
Binimetinib	10	464.4261689151728	617.5647754574015	NF0014	C8	1	ZS026	11.323287	4.314182
Mirdametinib	1	847.1559050772627	1401.3151214128036	NF0014	E8	2	ZS064	10.319442	1.2758226
Binimetinib	10	1293.0007765984985	1388.7020450427128	NF0014	C8	1	ZS026	10.592875	4.467535
Digoxin	1	446.1328125	370.0234375	NF0014	D2	1	ZS026	10.767654	-0.77214676
DMSO	1	816.6208791208791	1076.9003139717424	NF0014	D4	1	ZS058	13.004306	2.3244317
DMSO	1	689.7702271447343	433.0611976722358	NF0014	C4	2	ZS032	13.851359	2.7369974
DMSO	1	1241.132992680569	596.2491368595498	NF0014	F9	2	ZS046	13.7931795	1.8662736
DMSO	1	986.6375321336761	874.7734764857099	NF0014	G9	1	ZS048	13.294227	2.4367821
Trametinib	10	653.7565048543689	391.72660194174756	NF0014	F10	2	ZS046	12.472668	3.3414903
Mirdametinib	1	654.2337477073569	1126.5365803953537	NF0014	E8	2	ZS064	10.151174	1.5569302
Digoxin	1	756.2772140221402	554.9547970479705	NF0014	D2	1	ZS026	9.498363	1.8292187
Digoxin	1	743.731843575419	678.3240223463687	NF0014	D2	3	ZS016	11.867424	-0.9740353
Cabozantinib	1	755.302380952381	637.9976190476191	NF0014	E7	1	ZS012	10.845871	5.45299
Mirdametinib	1	508.33051940438503	397.6928127564779	NF0014	E8	2	ZS064	14.158096	2.0955975
DMSO	1	466.7859078590786	1027.32966682608	NF0014	F4	3	ZS042	13.782902	1.5407659
Trametinib	1	365.52879327078614	869.8026528631511	NF0014	C10	2	ZS018	12.887872	4.3243265
Binimetinib	10	758.9676837903953	641.9250675936655	NF0014	D8	2	ZS032	11.237504	5.704729
Nilotinib	1	550.012506012506	539.5430495430495	NF0014	E6	1	ZS054	9.032856	-0.35758474
Copanlisib	1	578.128101037438	889.4794767704104	NF0014	D3	1	ZS022	9.480252	1.0964297
Trametinib	10	856.2057142857143	810.9526785714286	NF0014	F10	1	ZS048	9.034231	3.1823373
DMSO	1	687.8048566779322	513.4220803604957	NF0014	F4	1	ZS042	12.518491	1.2928482
Linsitinib	1	503.4131722880583	878.246581586144	NF0014	G3	1	ZS044	10.766153	1.1029202
DMSO	1	779.9248615476725	663.4737314773238	NF0014	F4	1	ZS042	13.160694	2.4659677
Mirdametinib	10	604.1303680981595	832.429351993865	NF0014	C9	2	ZS030	10.392563	4.946823
Copanlisib	1	587.0825958702065	812.5070796460177	NF0014	D3	1	ZS022	9.183145	1.4608335
Selumetinib	10	626.6510067114094	206.71140939597316	NF0014	F11	1	ZS056	13.081422	0.07418753
DMSO	1	823.8556672443674	221.65358752166378	NF0014	D9	1	ZS048	11.148177	2.7352781
Digoxin	1	462.9375	364.4791666666667	NF0014	D2	1	ZS026	11.733848	-1.4043201
Mirdametinib	10	725.0414640389046	654.9875863834144	NF0014	G8	1	ZS040	10.800369	3.898256
Binimetinib	1	819.6144775630528	1017.0009826400262	NF0014	G7	2	ZS016	10.040434	1.7822407
Fimepinostat	1	1163.2857142857142	628.1269841269841	NF0014	D5	2	ZS016	12.065283	-1.246244
DMSO	1	831.8785988483685	1015.7120921305183	NF0014	D9	1	ZS048	13.524311	1.5519398
Linsitinib	1	518.8343195266273	969.2674556213018	NF0014	G3	1	ZS044	8.51583	0.4914877
Selumetinib	1	819.8376302083333	504.9106770833333	NF0014	D11	1	ZS048	8.095909	3.5581133
Ketotifen	1	880.6734834163946	1183.066678123389	NF0014	G6	2	ZS024	10.23073	1.3527138
Ketotifen	1	531.5188303735456	1280.4307256582977	NF0014	C7	1	ZS024	12.204014	1.6496127
Trametinib	1	1004.5457793066948	380.87165916909237	NF0014	D10	1	ZS016	9.690816	2.4044156
Binimetinib	1	653.6081682167408	722.525677315002	NF0014	F7	1	ZS028	8.707089	-0.25696507
Ketotifen	1	494.38339793281654	488.0138888888889	NF0014	C7	1	ZS024	12.239293	3.310889
Fimepinostat	1	875.2824909747293	791.9657039711192	NF0014	D5	2	ZS016	11.808682	0.23274909
DMSO	1	428.9060228452752	1149.7984164070613	NF0014	C4	1	ZS044	11.564797	2.2892501
Mirdametinib	10	729.102973168963	590.2523567802756	NF0014	G8	1	ZS040	11.169008	3.7680113
Trametinib	10	717.7380420918367	218.0545280612245	NF0014	F10	2	ZS046	11.2200365	3.9336953
Cabozantinib	1	716.5856966707768	951.0829223181257	NF0014	E7	2	ZS028	13.990105	3.1526084
Ketotifen	1	431.80213903743316	1069.668449197861	NF0014	G6	2	ZS024	10.330317	-0.23346224
Trametinib	10	644.073482428115	566.8817891373802	NF0014	F10	1	ZS048	8.105381	3.454341
Cabozantinib	1	873.0396902226524	527.3446272991288	NF0014	D7	1	ZS046	13.255068	-0.54132754
Imatinib	1	842.6956456230224	866.6484857616393	NF0014	C6	1	ZS034	10.192075	1.9638705
Staurosporine	10	774.7464940668824	528.2448759439051	NF0014	C11	2	ZS024	10.262293	0.25294355
Linsitinib	1	427.3362549800797	958.1545816733068	NF0014	G3	1	ZS044	11.973762	0.31459376
Mirdametinib	1	763.298195631529	1211.2336182336182	NF0014	E8	2	ZS064	11.159805	0.79507375
DMSO	1	713.0741890589873	225.67583770474252	NF0014	E4	1	ZS048	12.772177	0.9487275
Mirdametinib	1	849.3618375774261	517.7281486579491	NF0014	F8	2	ZS046	10.827875	3.6496499
Trametinib	1	314.87006960556846	813.0679181607256	NF0014	C10	2	ZS018	12.905116	4.2761674
DMSO	1	779.2748419150859	801.1027551942186	NF0014	D9	1	ZS048	11.932759	3.383624
DMSO	1	947.469566628794	968.1352053238111	NF0014	G9	2	ZS060	10.363081	2.9064522
Onalespib	1	197.18816865953428	1190.308370044053	NF0014	F2	1	ZS016	8.753975	-0.42867678
Everolimus	1	924.7580975809758	577.2037720377203	NF0014	C5	1	ZS052	13.928055	1.9337234
Trametinib	1	792.1762041992589	323.7286949361877	NF0014	D10	2	ZS042	9.772827	2.5773513
Linsitinib	1	1014.3340616375345	818.2841536338547	NF0014	F3	1	ZS042	11.232394	1.8760045
Binimetinib	1	842.0529237601777	750.0830249198125	NF0014	F7	2	ZS040	11.761266	3.1519036
Digoxin	1	967.3111111111111	443.4222222222222	NF0014	D2	1	ZS026	11.364426	-1.4110858
Mirdametinib	10	1164.8817167084883	850.2748983300164	NF0014	G8	2	ZS028	9.766996	1.5043013
Imatinib	1	903.9486998588994	614.2145736746623	NF0014	C6	2	ZS054	13.577007	1.5040617
Everolimus	1	893.0307076101469	1393.9871829105473	NF0014	G4	2	ZS036	10.128081	2.7121835
DMSO	1	678.4197080291971	837.7018033490768	NF0014	E4	1	ZS048	13.269384	2.589932
Copanlisib	1	649.219860511458	1022.9897044171372	NF0014	D3	1	ZS022	8.903557	-0.39208373
Ketotifen	1	1201.31868506217	1108.1468233691023	NF0014	G6	1	ZS018	10.431568	2.0553346
Everolimus	1	681.9229241160111	762.9288835915772	NF0014	G4	1	ZS024	9.614716	-0.06273631
DMSO	1	746.0125479261067	863.3126524921576	NF0014	G9	1	ZS048	12.9975395	2.5146165
Onalespib	1	246.76193317422434	352.8893198090692	NF0014	C3	1	ZS032	9.380538	1.2255529
Imatinib	1	741.7015643802647	812.9395033366153	NF0014	D6	2	ZS030	10.579184	3.2868197
Mirdametinib	10	764.6198999230177	787.9642032332564	NF0014	G8	1	ZS040	10.592875	4.5728707
Trametinib	10	683.4288762446657	581.5469416785206	NF0014	F10	1	ZS048	8.227765	3.4072719
Mirdametinib	10	998.7392800201393	626.7735168247042	NF0014	C9	1	ZS032	10.636857	5.387585
Linsitinib	1	921.5769230769231	1102.0384615384614	NF0014	G3	1	ZS044	9.346857	0.35245407
Mirdametinib	10	888.1371001246365	744.8683007893643	NF0014	G8	1	ZS040	11.2803755	3.9365404
Imatinib	1	830.5527039413382	855.4843033913841	NF0014	C6	2	ZS054	14.006825	1.5336611
Fimepinostat	1	706.9123563218391	1049.7643678160919	NF0014	D5	2	ZS016	11.973759	-0.17513537
Digoxin	1	1000.6842105263158	475.56140350877195	NF0014	D2	1	ZS026	11.406213	-1.4019237
Staurosporine	10	884.8387096774194	585.2258064516129	NF0014	C11	2	ZS024	11.405837	-1.2199662
Trametinib	1	321.9957446808511	890.986170212766	NF0014	C10	2	ZS018	13.196948	4.1473503
Mirdametinib	1	590.9031375410434	932.5091207588472	NF0014	F8	2	ZS046	11.88265	3.4182034
Selumetinib	10	1011.8932827735645	996.1202600216685	NF0014	F11	3	ZS028	10.666252	1.5808339
DMSO	1	806.0621163761356	723.4857598821508	NF0014	D9	3	ZS050	13.914116	1.4359579
Imatinib	1	1016.1895508123606	868.8865880853775	NF0014	C6	2	ZS054	11.644808	3.1305866
DMSO	1	631.1912827705254	1005.9611608587766	NF0014	D9	1	ZS048	10.792392	3.5732522
Everolimus	1	801.2542709934014	530.8981288981289	NF0014	G4	2	ZS036	14.058719	2.3140574
DMSO	1	1069.5187315634219	897.1379056047198	NF0014	F4	2	ZS060	11.581909	3.0394013
Selumetinib	1	965.6368977673326	867.9800235017626	NF0014	G10	2	ZS038	11.600927	1.9231728
Selumetinib	10	1023.6588770864947	933.5899848254932	NF0014	E11	1	ZS024	10.766372	4.985514
Fimepinostat	1	398.5960218271431	1141.7599014258053	NF0014	E5	2	ZS010	9.325808	1.8306469
DMSO	1	849.374547004903	1188.1370709869964	NF0014	E4	1	ZS048	10.984765	1.9614166
DMSO	1	499.6371335504886	433.8234527687296	NF0014	F4	1	ZS042	11.411711	1.0824639
DMSO	1	755.4778106508876	557.2026627218935	NF0014	D4	1	ZS058	12.519023	2.910389
DMSO	1	845.516122728161	943.8827437951925	NF0014	D9	1	ZS048	13.393784	2.4232435
Digoxin	1	866.4951005025125	579.3356783919598	NF0014	E2	1	ZS024	10.559449	3.1061916
Fimepinostat	1	608.1428571428571	750.8163265306123	NF0014	D5	2	ZS016	11.3011265	-1.4471972
Trametinib	10	667.7285067873303	552.1900452488687	NF0014	F10	1	ZS048	8.259891	3.2547505
DMSO	1	1129.7567346938777	786.490612244898	NF0014	F9	2	ZS046	13.828713	2.4363458
Linsitinib	1	466.31739130434784	1226.1455242966751	NF0014	G3	1	ZS044	8.576031	0.645462
Onalespib	1	337.9795918367347	622.1632653061224	NF0014	C3	1	ZS032	11.348082	-1.3059044
Imatinib	1	804.613134427869	455.8241520126677	NF0014	D6	1	ZS046	12.077367	2.990409
DMSO	1	404.8103244837758	539.2970501474927	NF0014	C4	2	ZS032	11.800163	2.521312
Binimetinib	1	909.1493520288932	824.280220947525	NF0014	F7	2	ZS040	10.357308	2.85301
Fimepinostat	1	475.0853658536585	1077.5731707317073	NF0014	D5	2	ZS016	12.795118	-1.0501262
Digoxin	1	504.8988764044944	431.0674157303371	NF0014	D2	1	ZS026	11.994989	-0.62098175
Cabozantinib	1	960.2123287671233	813.3787671232876	NF0014	E7	2	ZS028	9.936566	3.1246002
DMSO	1	889.1314144497746	339.43145806076467	NF0014	D4	1	ZS058	13.998768	2.1683483
Cabozantinib	1	592.71973117715	463.18240050404285	NF0014	D7	1	ZS046	10.386562	3.5511317
Selumetinib	10	818.4727020051618	884.0945006948581	NF0014	F11	3	ZS028	9.97047	1.883459
Trametinib	10	1417.87521079258	621.186621697583	NF0014	F10	1	ZS048	8.210455	3.5075505
Rapamycin	1	818.1713405238829	820.3126348228043	NF0014	F5	1	ZS042	13.52735	1.9570638
DMSO	1	896.6612864941847	982.661761215286	NF0014	D9	2	ZS052	10.784576	2.5179207
Trametinib	10	919.2310123133922	207.11005775307834	NF0014	F10	2	ZS046	11.314056	3.8440764
Cabozantinib	1	1177.9128501556247	989.9477545575811	NF0014	D7	2	ZS022	8.646027	1.542329
Trametinib	10	1000.2975920036347	1003.6274420717856	NF0014	F10	1	ZS048	9.893137	1.3340408
Trametinib	1	1123.3208602150537	383.22967741935486	NF0014	D10	1	ZS016	8.881726	1.4707011
DMSO	1	894.5850935425468	1086.9770669885336	NF0014	D9	2	ZS052	12.341872	3.8530388
Nilotinib	1	1407.692440257353	1378.958984375	NF0014	F6	2	ZS060	11.25551	0.9234536
DMSO	1	476.717081420633	741.9743899492631	NF0014	C4	2	ZS032	12.159148	2.2015357
DMSO	1	661.2979585223591	306.1210304601426	NF0014	F4	1	ZS042	12.7714815	0.3173324
DMSO	1	1030.8157283807313	793.8878409750436	NF0014	D9	3	ZS050	10.766515	3.4137897
Mirdametinib	10	629.4546223820605	752.5092024539878	NF0014	G8	2	ZS028	9.395038	-0.79514277
Trametinib	10	599.5715251944538	360.231315522489	NF0014	F10	1	ZS048	7.956976	3.7795775
Cabozantinib	1	1129.5165562913908	991.7019867549669	NF0014	D7	2	ZS022	9.677484	-0.5653276
Trametinib	10	583.1345659989728	255.10426296866976	NF0014	F10	1	ZS048	7.927197	3.8360815
Digoxin	1	848.9902491874323	431.2307692307692	NF0014	E2	1	ZS024	9.775741	0.5226577
DMSO	1	815.6026936026936	981.1750841750842	NF0014	E9	1	ZS038	12.988352	-0.022057544
DMSO	1	907.2290965335275	952.297061231917	NF0014	F9	2	ZS046	12.164225	2.755341
Mirdametinib	1	904.0126973791307	824.7287970047208	NF0014	E8	1	ZS030	9.4688015	2.4505806
DMSO	1	467.55516745428395	470.49167865214713	NF0014	C4	2	ZS032	14.0530815	1.663708
Digoxin	1	784.7255541069101	550.509778357236	NF0014	E2	1	ZS024	9.223222	-0.51033324
Linsitinib	1	735.0123509369677	843.3798977853493	NF0014	G3	1	ZS044	9.368348	0.18580593
Mirdametinib	10	945.0656653859588	841.778903248341	NF0014	C9	1	ZS032	9.820376	2.6963634
DMSO	1	354.3389299943085	698.7586795674445	NF0014	C4	1	ZS044	13.078704	-0.3911667
Digoxin	1	836.6219512195122	567.560975609756	NF0014	D2	2	ZS014	10.581475	-0.9220803
Mirdametinib	1	858.7810753517056	931.698689535556	NF0014	F8	2	ZS046	10.857465	3.5703034
Onalespib	1	991.6612811791383	591.4764739229025	NF0014	C3	2	ZS016	9.150766	0.4945179
DMSO	1	810.7307756743173	878.4098676495225	NF0014	D4	1	ZS058	13.622762	2.0019758
Linsitinib	1	670.1610687022901	1139.1534351145037	NF0014	G3	1	ZS044	9.338962	-0.6674076
Digoxin	1	616.3012048192771	930.9819277108434	NF0014	D2	1	ZS026	9.796627	1.100032
Ketotifen	1	729.4994359387591	871.6889605157131	NF0014	G6	2	ZS024	11.625888	1.9493119
Nilotinib	1	546.3311355311355	411.8782661782662	NF0014	E6	1	ZS054	11.422301	2.1062539
Digoxin	1	717.7634247089749	561.2275628989861	NF0014	E2	1	ZS024	11.416765	2.8482246
Cabozantinib	1	373.96767312110273	850.5482441745979	NF0014	D7	2	ZS022	9.651596	1.6797459
Mirdametinib	1	799.4866813538955	571.2239134788704	NF0014	F8	2	ZS046	14.51735	1.9060081
Mirdametinib	1	568.4857222068201	1389.776822844469	NF0014	F8	1	ZS022	12.380213	1.0290887
Binimetinib	1	839.0596436870643	779.46800929512	NF0014	F7	1	ZS028	9.480318	1.5977287
Mirdametinib	1	870.4247863247863	778.3623931623931	NF0014	E8	1	ZS030	9.186433	1.0029404
Copanlisib	1	953.7604004449388	491.111234705228	NF0014	D3	2	ZS014	11.849325	2.0634387
Onalespib	1	353.39768574908646	579.4780755176614	NF0014	C3	1	ZS032	9.844441	-0.10472171
Selumetinib	1	820.2382522671063	998.7150316020885	NF0014	D11	2	ZS060	10.160754	3.8586173
Linsitinib	1	900.6804661146888	729.5065930696105	NF0014	G3	2	ZS038	13.702218	3.1220613
Digoxin	1	522.2439024390244	406.5609756097561	NF0014	D2	1	ZS026	11.6907	-1.4809284
DMSO	1	623.6051085262022	953.722748530999	NF0014	F4	2	ZS060	13.033194	2.6092317
DMSO	1	881.8387896825396	797.7260251322751	NF0014	E4	1	ZS048	13.366056	2.841055
Linsitinib	1	757.9302811550152	445.9601063829787	NF0014	G3	2	ZS038	10.704839	1.667007
Ketotifen	1	826.6868131868132	271.0879120879121	NF0014	G6	2	ZS024	10.884598	-0.64801997
Selumetinib	1	883.9537971322358	1197.6500265533723	NF0014	D11	2	ZS060	14.235665	2.803818
Onalespib	1	522.1529411764706	1236.4	NF0014	F2	1	ZS016	11.447926	-0.9274956
Onalespib	1	985.2281912272056	709.9406932807623	NF0014	C3	1	ZS032	10.214196	1.1464092
Onalespib	1	1075.9137104506233	720.1294343240652	NF0014	F2	1	ZS016	8.997035	0.2641156
